long,lat
-5.34839,37.46221
-4.42593,41.66027
-6.09505,39.21348
-7.49188,39.82389
-8.35751,39.46432
-8.40726,41.56321
-8.51945,38.371132
-7.86523,38.01563
-9.01226,38.54013
-3.70034,40.41669
-4.00145,43.13623
1.74601,41.69215
-8.65362,40.64119
-8.4229,41.55176
-8.4292,40.21149
-7.16383,38.8811
-7.26785,40.53713
-8.80724,39.7443
-7.43235,39.2914
-47.93976,-18.17611
-7.08937,40.35194
-8.83016,41.69457
-7.74635,41.2959
-7.91428,40.65755
-1.91284,39.26531
-8.01626,42.7991
-2.40706,42.28161
-2.58986,42.96435
-7.9096,38.57098
-1.8828,40.84282
-5.87172,43.5235
-1.61241,42.61272
-7.93511,37.01536
6.42529,52.48613
16.8319,42.7464
16.9247,42.7556
16.8369,42.7478
16.8372,42.7483
16.9017,42.7606
16.8281,42.7361
16.8656,42.7428
16.8769,42.7511
12.49,41.99
16.15,38.53
13.1,41.74
16.79,39.05
16.83,39.02
16.78,38.96
16.78,38.98
13.358,41.697
13.03,41.82
13.05,41.81
16.75,38.91
13.23,41.8
13.13,41.78
13.28,41.7
13.15,41.76
16.83,38.95
13.11,41.71
13.33,41.74
16.58,38.99
15.63,40.18
13.23,41.78
13.37,41.71
12.51,42.76
16.34,40.08
13.32,42.02
15.28,40.62
12.61,42.09
13.12,41.73
16.81,39.09
16.18,39.28
12.45,42.77
13.58,42.32
16.5,38.86
13.08,41.93
15.26,40.86
12.63,42.3
12.47,42.72
12.49,42.74
12.65,42.38
12.56,42.3
12.68,42.39
12.59,42.33
12.49,42.34
12.66,42.24
12.52,42.32
16.44,38.93
12.67,42.38
16.51,40.31
13.56,41.78
12.6,42.33
12.96,41.52
13.63,41.87
12.55,42.73
13.52,42.85
12.55,42.35
13.71,43.12
12.49,42.38
12.7,42.88
12.66,42.38
16.21,39.34
13.26,41.5
16.11,40.94
16.12,40.93
16.11,40.92
13.34,42.01
16.25,39.37
13.18,41.5
13.4,43.42
12.62,42.29
15.9,39.87
12.54,42.71
12.75,43.54
13.14,42.24
12.66,42.23
16.48,39.08
13.96,41.43
13.08,42.77
12.24,42.26
13.55,42.03
12.59,42.31
12.72,42.25
16.58,39.6
12.67,42.31
12.69,42.4
15.27,40.83
12.28,42.44
12.23,42.46
15.17,40.95
15.04,40.39
13.08,42.04
12.67,42.26
13.71,42.77
12.54,42.72
16.35,39.19
16.25,39.74
15.29,40.72
12.42,42.97
15.5,40.71
16.02,39.44
16.74,40.53
15.63,41.08
16.37,40.86
15.75,40.73
16.78,40.49
16.77,40.51
12.11,42.48
16.31,39.8
13.698921,42.658533
16.59,40.23
12.77,42.06
12.16,42.22
13.96,41.4
12.15,42.44
15.62,41.04
12.71,42.05
11.93,42.45
13.92,42.3
12.9,42.83
16.19,39.63
15.71,40.16
11.87,42.41
13.23,41.79
12.45,42.74
12.18,42.62
12.66,42.41
12.13,42.63
15.6675,43.7967
12.72,42.24
13.87,42.24
12.66,42.4
12.48,43.11
12.41,41.95
13.29,42.04
11.97,42.73
16.18,39.58
16.15,39.53
12.72,41.86
12.55,42.32
12.53,42.69
16.19,39.28
12.17,42.64
12.08,42.63
14.58,41.79
11.29,42.81
11.76,42.72
11.97,42.51
14.03,42.24
16.7,41.1
16.08,39.23
14.73,40.78
13.71,43
13.88,42.04
12.6,43.18
15.25,41.73
15.15,41.44
16.1,39.11
16.17,39.68
13.52,42.32
15.88,40.86
14.88,40.68
16.02,39.63
12.51,42.64
12.07,42.81
12.23,42.23
12.09,42.35
14.24,42.25
14.22,42.28
13.77,42.65
16.07,39.25
16.09,39.12
12.73,42.59
16.45,41.1
14.43,41.28
11.89,42.72
11.88,42.74
11.43,42.58
12.04,42.59
12.39,41.98
12.38,41.99
12.53,42.39
12.18,42.44
13.79,42.75
12.71,41.94
12.5,42.94
16.43,38.87
12.16,42.52
12.36,43.04
14.74,41.85
16.44,41
12.29,42.58
16.54,41.04
16.34,39.21
11.91,42.7
14.28,42.05
12.31,42.13
14.49,42.23
14.51,41.98
14.98,41.37
12.92,41.72
11.64,42.51
11.92,42.53
17.09,39
14.58,41.51
12.26,42.32
11.44,42.58
12.05,42.31
16.2,39.25
15.66,38
16,39.5
13.04,41.94
13.02,42.11
13.31,41.76
13.15,41.78
12.99,42.1
13.08,41.79
13.03,41.8
13.25,41.78
16.44,38.71
16.56,38.54
13.65,41.47
13.61,41.48
12.16,43.01
16.44,38.92
15.7,40.99
12.89,43.59
13.73,42.62
13.5,43.05
13.57,43.03
12.48,42.34
12.47,42.33
13.73,41.31
13.6,43.17
13.16,41.53
12.67,43.53
12.7,43.53
17.98,40.17
16.27,39.59
16.19,39.62
16.26,39.57
16.31,39.59
16.5,39.44
16.48,39.48
13.5,43.14
17.86,40.33
17.83,40.32
18.03,40.05
16.49,39.46
14.41,41.17
13.14,43.51
12.83,43.41
16.11,39.64
11.6,43.23
13.09,43.42
18.27,39.89
14.2,41.61
14.24,41.56
16.02,40.95
15.14,40.47
14.17,41.64
14.34,41.12
12.93,41.42
11.87,42.22
11.62,42.51
11.53,42.39
11.6,42.52
12.77,43.12
11.46,42.61
11.74,42.52
14.98,41.91
14.81,42
11.89,42.53
11.76,42.57
13.09,41.44
11.93,42.27
11.84,42.68
12.3,42.19
14.7,41.3
14.25,41.649
16.335028,39.59622
13.985,42.333
12.406417,43.104737
13.726,42.645
14.383,42.101
11.9515,42.492902
12.630377,41.852048
13.145,41.428
12.885669,42.416772
13.536,41.615
15.89,40.516
13.107,43.368
14.777,41.703
14.115985,41.202535
15.311105,40.419405
15.079,40.977
13.24,43.19
13.158,43.505
13.612242,42.137961
16.162,38.626
16,38.53
16.37,38.69
16.76,39.04
16.36,38.68
16.77,39
13.18,41.74
13.07,41.75
12.92,42.03
13.18,41.71
13.48,41.62
16.52,38.86
13.32,41.54
13.15,41.68
13.8,41.61
15.3,40.64
15.07,40.55
13.85,41.41
12.77,42.39
13.49,41.71
16.9,39.49
16.88,39.5
15.12,40.62
16.67,38.85
16.41,40.55
13.58,41.51
16.45,38.86
13.25,41.69
13.75,41.68
13.03,43.11
13.84,42.43
15.12,40.59
12.68,42.38
16.45,38.94
13.66,42.98
16.23,39.76
15.04,41.1
13.81,41.7
14.79,41.01
13.35,41.35
13.34,41.31
14.76,40.68
12.51,43.14
16.33,40.6
14.08,41.37
13.55,41.51
14.61,40.99
14.28,41.15
13.19,43.65
12.54,41.64
14.9,40.62
17.72,40.72
17.41,40.7
14.89,40.61
13.11,43.39
16.04,41.74
16.23,40.58
16.51,40.44
15.9,41.72
15.88,41.72
15.1,40.53
13.18,43.62
14.54,40.71
16.65,40.34
16.67,40.37
12.64,42.37
14.77,41.52
10.86,43.82
16.74,40.45
11.92,43.5
12.56,42.94
12.57,42.94
11.72,42.48
11.37,42.66
11.46,42.6
12.06,42.34
12.09,42.21
11.46,43.59
11.56,42.96
12.06,42.25
11.8,42.67
11.47,43.66
11.36,42.65
11.8,42.7
11.49,43.19
11.88,43.19
11.32,42.94
11.66,42.51
13.26,41.78
14.86,41.63
14.87,41.55
14.08,41.7
10.21,43.95
11.52,43.61
12.31,44.3
14.08,41.72
14.81,41.79
14.86,41.67
13.78,42.98
15.07,40.99
13.46,42.96
12.62,42.53
13.84,42.68
13.87,42.44
12.94,42.58
13.03,42.4
12.61,42.6
13.53,42.63
12.83,41.96
12.15,42.74
14.27,41.67
15.18,40.62
16.29,39.25
12.62,42.52
12.62,42.48
13.93,42.41
13.63,42.8
13.63,42.67
12.17,42.51
13.56,42.7
13.63,42.88
13.82,42.52
13.76,42.91
13.69,42.64
13.87,42.45
13.97,42.47
12.48,42.87
13.15,41.49
12.15,42.76
13.48,42.88
12.29,42.59
12.57,42.1
14,42.49
12.59,42.36
14.01,41.45
12.44,42.44
13.82,42.54
13.94,42.35
13.21,43.64
17.29,40.51
13.91,42.54
13.81,42.5
13.04,42.1
13.89,42.51
13.71,42.8
12.63,42.29
13.46,42.94
12.68,42.35
14.08,42.25
14.11,41.78
13.53,42.98
14.13,41.76
13.06,42.08
13.83,41.78
13.73,42.73
12.62,41.93
13.35,42.5
12.16,42.47
13.3,42.04
12.75,42.2
16.61,40.4
13.28,42.44
13.73,42.23
13.09,42.05
12.43,42.38
12.43,42.27
13.04,42.08
13.28,42.39
15.44,40.7
15.27,40.81
16.39,40.08
13.28,42.32
15.22,40.99
15.49,40.72
13.32,42.53
13.69,42.19
14.1,41.77
13.49,42.32
16.25,40.47
16.33,40.57
13.11,42.1
13.48,42.33
13.53,42.33
13.29,42.06
14.15,41.77
13.05,42.1
16.5,38.92
13.27,42.06
13.26,42.09
13.25,42.06
13.28,42.09
16.17,38.69
13.32,42.05
13.29,42.05
16.84,38.94
13.25,42.04
13.3,42.03
16.38,38.7
16.79,38.99
16.86,38.95
16.53,38.58
16.829,38.984
16.81,38.93
16.85,38.93
16.82,38.96
16.45,38.73
16.57,38.92
16.81,38.99
16.79,39.031
16.79,39.01
16.46,38.68
16.22,38.59
12.65,41.74
17.1,38.91
16.9,38.93
13.92,42.47
17.14,38.94
13.75,42.72
12.82,41.91
12.92,43.33
12.51,42.39
15.93,38.59
15.94,38.62
13.5,42.62
12.42,42.52
16.18,38.72
11.76,42.26
12.57,42.21
16.45,38.78
12.47,42.47
17.03,39
14.28,42.18
13.83,42.9
11.91,42.36
17.03,39.31
13.79,42.78
13.73,42.84
16.2,39.07
16.17,38.71
12.82,41.94
13.8,42.46
13.5,42.61
12.44,42.45
12.58,42.6
12.76,42.16
13.72,42.76
16.18,38.71
12.87,42.49
13.79,42.5
12.42,42.53
13.97,42.54
12.82,41.86
13.8,42.51
13.79,42.49
12.65,42.5
13.16,42.44
13.63,42.82
13.76,42.57
13.67,42.51
13.69,42.5
13.72,42.65
12.57,42.68
17.08,39
13.72,42.53
12.82,41.93
12.74,42.88
13.61,42.89
12.5,42.47
12.33,42.52
16.96,39.03
12.69,41.95
12.32,42.51
13.66,42.53
13.78,43.02
13.9,42.38
12.67,42.3
12.9,42.84
13.62,42.59
12.81,41.95
12.65,42.03
12.75,43.07
12.53,42.41
13.67,42.71
12.69,42.57
12.27,42.61
12.56,42.66
13.68,42.77
17.05,39.3
12.48,42.43
12.44,42.68
12.75,41.97
12.64,42.92
12.35,42.55
12.56,42.65
12.68,42.04
12.64,42.13
12.94,43.3
12.54,42.44
12.91,42.26
12.76,42.45
12.63,42.17
12.37,42.59
13.04,41.65
12.66,42.09
12.93,43.34
12.59,42.23
12.45,42.62
13.59,42.32
13.6,42.96
12.73,42.91
12.68,42.17
12.44,42.54
13.69,42.6
17.03,39.32
13.09,41.6
12.99,42.55
12.47,42.64
12.63,42.05
13.77,42.47
12.46,42.41
12.9,42.26
12.74,42.9
12.53,42.38
12.67,42
12.83,41.78
16.13,40.7
12.41,42.54
12.65,42.45
13.65,43
12.45,42.51
12.42,42.47
13.34,42.41
12.56,42.64
16.74,39.6
13.17,42.43
16.25,40.33
16.51,38.86
13.5,42.28
16.63,39.53
12.66,42.22
16.36,39.78
16.86,39.53
16.8,39.56
12.4,42.5
12.58,42.48
17.05,39.05
17,38.94
12.53,42.63
12.46,42.47
15.68,40.85
12.64,42.5
12.49,42.59
12.57,42.6
17,39.48
17.08,38.98
16.98,39.03
16.17,39.6
17.03,38.93
13.53,42.31
13.75,42.32
13.74,42.74
17.1,39.02
16.55,38.89
16.98,39.01
17.03,38.96
17.06,38.99
16.16,38.69
17.06,39.17
17.14,38.99
16.95,38.96
14.91,40.88
17.1,38.93
17.078,39.006
17,38.99
17.08,38.94
16.99,38.94
16.8,39.04
17,39.19
16.64,39.54
17.08,39.04
17.05,39.18
17.05,39.09
14.9,40.68
15.9,38.6
17.06,38.95
13.59,41.89
17.09,39.27
16.99,39.19
17.12,38.99
12.98,41.8
12.88,41.8
15.94,38.57
16.86,39.21
17.02,39.08
16.981,38.974
17.07,39.2
17.01,39.32
17,38.98
17.07,38.96
13.01,42.01
15.31,40.55
17.12,38.95
16.89,39.22
12.98,41.78
17.03,39.14
17.041,39.01
15.43,40.04
15.96,38.62
16.88,39.13
16.889,39.044
16.864,39.073
16.9,39
16.34,38.6
12.97,41.78
15.41,40.19
15.5,40.38
14.09,41.63
15.05,40.84
15.64,40.29
17.03,39.3
15.62,40.35
15.2,40.28
17.07,39.3
15.59,40.34
12.83,41.98
17.01,39.29
12.5,42.54
16.15,40.5
12.62,42.51
16.8796,39.18605
15.34,40.13
17.03,39.25
13.54,42.32
17.04,39.1
14.89,40.68
14.92,40.68
17.02,39.32
17.03,38.98
17.116713,38.933346
16.851942,39.06727
17.08636,39.01547
12.971763,41.946244
12.6474,42.72508
17.12594,38.9757
12.84318,41.68127
12.54309,42.67589
16.802528,39.116704
16.440833,38.711389
16.4637,38.67506
17.07833,39.00611
12.84315,41.66575
13.05566,41.72498
12.858628,41.937147
12.935094,41.752907
17.0246,39.31341
17.060975,39.311735
12.907865,41.780401
12.97206,41.7668
12.966666,41.9
13.013123,42.027698
12.922491,41.942592
14.922389,40.755403
12.82672,41.933396
13.08264,41.71027
13.358259,41.696857
12.8668,41.76395
15.69,40.29
16.86705,39.167606
13.318182,41.681929
13.224452,41.791027
16.9813,38.97407
17.0259,39.32335
17.02616,39.32348
13.31294,41.792992
13.147486,41.777587
16.954722,39.086667
13.088663,41.827943
16.983657,39.034005
16.983648,39.050001
17.00462,38.99617
16.94977,39.17822
16.984018,39.050429
17.046476,39.276913
16.82928,38.98413
16.81912,39.101122
12.979917,41.921502
16.752058,39.116939
12.88472,41.75986
16.802669,39.04049
13.361815,41.670006
12.82085,41.72624
16.9178,39.1263
16.90902,39.00669
16.768088,39.101706
17.04072,39.00985
13.170162,41.690799
13.53584,41.61511
16.9358,39.0449
16.80754,39.05485
15.52677,40.24619
16.81519,39.11082
16.751692,39.102017
13.146084,41.804378
13.088605,41.812158
13.139077,41.729327
16.79228,39.0673
16.9011,38.9877
13.145846,41.71866
16.89759,39.07266
16.86645,39.0416
16.785389,39.052542
16.851558,39.068148
13.05598,41.92514
16.8642,39.07335
16.8648,39.074
16.8227,39.10855
16.8889,39.0439
12.87208,41.78151
16.560833,38.500278
16.408703,38.693892
12.5441,42.6758
15.67801,40.4899
15.78233,40.37225
14.105398,41.775258
13.279361,42.055444
12.82123,41.72859
12.76898,41.75024
16.850711,39.083594
17.064846,39.093616
17.05739,39.166901
13.146193,41.765535
16.924472,38.964518
16.79023,39.0306
15.2188,40.21695
16.95051,39.050082
16.930917,38.981573
16.9925,39.188333
16.96458,39.18336
12.8258,41.72045
16.7849,39.01536
16.80044,39.00425
16.950533,39.050106
13.07237,41.69715
15.97168,38.58548
12.853489,41.70403
16.8652,39.00871
16.44888,38.70222
15.31701,40.28806
12.905483,43.000217
16.8571,39.0979
16.884702,39.050614
16.80185,39.050464
16.21712,38.72795
16.209055,38.694173
16.91942,39.09171
16.81585,39.1198
15.375138,40.03187
15.5189,40.1773
13.350068,41.708223
13.095424,41.728776
13.22529,41.792542
15.452313,40.059713
16.389722,38.651667
16.236217,38.698817
15.502181,40.1618866
12.30718,41.99502
12.34787,42.25154
16.2234,38.598
-5.9282678,39.9243777
26.25,39.29
26.3,39.32
26.35,39.29
26.35,39.28